"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","COUNTRY_CODE","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","HGT_IND","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","EXTERNAL","SOURCE_EXCLUSION_FLAG","OB_SOURCE","OB_PLATFORM","FM_CODE_VER","STA_WX_IND","PAST_WX2","IND_FOR_WAVE_MEAS","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER","QC_IND","QC_IND_FOR_FIELDS","MQCS_VER","SHIP_HEADING","COURSE_OVER_GROUND","SPD_OVER_GROUND","MAX_HT_SUM_LOAD","DEP_LOAD_IN","REL_WIND_DIR","REL_WIND_SPD"
"HP6038","2006-12-02T12:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","70","4","21",,"97","61","6","10152","0","3","3","26","0","16",,"0","0","65","8","8","0",,"9","7","A",,,"36","13","6","173","68","992","114","5","1","2","2","111111","11111111111A11",,,,,,"1","2",,"25","9","5",,,,,,,,,"4",,,,,,,,,,,,
"LAVW4","2006-12-02T12:00:00","41.90","-41.70",,,"1","6","0","0","2","3",,"1",,"0","230","4","154",,"96","80","6","10230","6","5","3","190","0","180",,"170","3","210","8","8","9",,"3","1","0","9","8","22","9","8","173","11","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","6",,,,,,,,,,,,,"4",,,,,,,,,,,,
"SCKM","2006-12-02T12:00:00","48.60","-44.50",,,"1","5","0","0","6","3",,"1","SE","0","250","3","334","1","96",,,"10094","1","59","0",,,,"0",,,"80","8",,,,,,,"4","10",,"6","12","173","84","926","112","5","0",,"2","11311F","111AA18A811171",,,"1","1","8",,,"0",,,,,,,,,,,,"4",,,"0","91111221911111111190","5",,,,,,,
"VAAZ","2006-12-02T12:00:00","47.90","-48.30",,,"1","5","0","0","7","1",,"1",,"0","290","4","51",,,,,"10137","0","5","0","5",,,,"-30",,,,,,,"A",,,,,,,,"173","78","992","114","5","1","2","2","F11111","11AAA11A1A8AA1",,,,,,"6",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-02T12:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","140","4","21",,"97","61","6","10147","2","1","3","6","0","-6",,"-30",,"56","8","8","5",,"6","A","A","3","1","2","8","6","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,"24","7","6",,,,,,,,,"4",,,,,,,,,,,,
"WDC6736","2006-12-02T12:00:00","44.20","-41.60",,,"1","6","0","0","1","4",,"1",,"0","270","4","134",,"97","25","8","10150","6","25","3","150","0","140",,"130","1","190","8","8","7",,"3","A","A","7","6","26","8","9","173","41","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WPKD","2006-12-02T12:00:00","40.20","-48.50",,,"1","6","0","0","2","4",,"1",,"0","250","4","98",,"98","2","0","10250",,,"3","200","0","183",,"170","1","189","3","3","4",,"4","1","5","8","6","25","10","7","173","8","992","114","5","1","2","2","111111","1111111111111A",,,,,,"1","0",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-02T12:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","200","4","5",,"97","60","8","10148","8","2","3","17","0","8",,"-10","0","52","8","8","0",,"7","7","A","1","0","25","9","6","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","6",,"36","12","5",,,,,,,,,"4",,,,,,,,,,,,
"44909","2006-12-02T12:20:00","43.15","-48.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"10182",,,"3",,,,,,,"112",,,,,,,,,,,,,"173","38","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"884","2006-12-02T12:26:00","47.00","-45.21",,,"1","4","3","5",,,,"6","CA","0","300","4","102",,,"2",,"10250",,,,"3",,"2","1","0","12","81",,,,,,,,,"7",,,,"173","75","780","149","17","0",,"2","111113","11A1A11111A3AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7362","2006-12-02T12:57:00","46.47","-46.36",,,"1","3","3","5",,,,"6","CA",,,,,,,,,,,,,,,,,,"12","82",,,,,,,,,,,,,"173","66","780","149","17","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-02T13:00:00","49.05","-42.66",,,"1","3","2","5",,,,"3",,,,,,,,,,"10091",,,"3",,,,,,,"129",,,,,,,,,,,,,"173","92","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-02T13:00:00","44.50","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10165",,,"3",,,,,,,"107",,,,,,,,,,,,,"173","43","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-02T13:00:00","43.46","-43.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"10180",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","33","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-02T13:00:00","40.70","-47.65",,,"1","3","2","5",,,,"3",,,,,,,,,,"10251",,,"3",,,,,,,"191",,,,,,,,,,,,,"173","7","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-02T13:00:00","48.77","-44.25",,,"1","3","2","5",,,,"3",,,,,,,,,,"10115",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","84","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-02T13:20:00","43.15","-48.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"10180",,,"3",,,,,,,"112",,,,,,,,,,,,,"173","38","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-02T13:34:00","41.02","-43.53",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"195",,,,,,,,,,,,,"173","13","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-02T13:35:00","47.27","-48.88",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"34",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-02T14:00:00","49.07","-42.69",,,"1","3","2","5",,,,"3",,,,,,,,,,"10100",,,"3",,,,,,,"128",,,,,,,,,,,,,"173","92","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-02T14:00:00","44.50","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10161",,,"3",,,,,,,"107",,,,,,,,,,,,,"173","43","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-02T14:00:00","43.46","-43.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"10177",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","33","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-02T14:00:00","40.72","-47.77",,,"1","3","2","5",,,,"3",,,,,,,,,,"10249",,,"3",,,,,,,"191",,,,,,,,,,,,,"173","7","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-02T14:00:00","48.72","-44.32",,,"1","3","2","5",,,,"3",,,,,,,,,,"10116",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","84","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-02T14:20:00","43.14","-48.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"10177",,,"3",,,,,,,"112",,,,,,,,,,,,,"173","38","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3EFV8","2006-12-02T15:00:00","43.30","-44.30",,,"1","6","0","0","2","5",,"1",,"0","240","4","170",,"96","2","2","10181","7","10","0","190","0","180",,"180","1","180","8","8","7",,"5","1","A","6","10","27","7","10","173","34","992","114","5","1","2","2","111111","11141111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44620","2006-12-02T15:00:00","49.07","-42.69",,,"1","3","2","5",,,,"3",,,,,,,,,,"10098",,,"3",,,,,,,"128",,,,,,,,,,,,,"173","92","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-02T15:00:00","44.53","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10152",,,"3",,,,,,,"107",,,,,,,,,,,,,"173","43","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-02T15:00:00","43.46","-43.92",,,"1","3","2","5",,,,"3",,,,,,,,,,"10172",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","33","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-02T15:00:00","40.72","-47.77",,,"1","3","2","5",,,,"3",,,,,,,,,,"10239",,,"3",,,,,,,"191",,,,,,,,,,,,,"173","7","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-02T15:00:00","48.72","-44.32",,,"1","3","2","5",,,,"3",,,,,,,,,,"10103",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","84","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-02T15:00:00","47.45","-44.46",,,"1","3","2","5",,,,"3",,,,,,,,,,"10129",,,"3",,,,,,,"67",,,,,,,,,,,,,"173","74","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"C6QE7","2006-12-02T15:00:00","49.40","-48.10",,,"1","6","0","0","0","0",,"1",,"0","280","4","57",,"98","2","2","10104","8","18","3","12","0","3",,"-10","0","47","8","8","5",,"4","A","A","3","1","32","11","11","173","98","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"CGDG","2006-12-02T15:00:00","46.90","-45.40",,,"1","5","0","0","6","3",,"1",,"0","270","4","118",,"97","61","6","10125","7","13","0","30","0","20",,"3","0","81","8","6","6",,"2","1","A","7","7","34","7","7","173","65","992","114","5","1","2","2","11FF11","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"HP6038","2006-12-02T15:00:00","46.40","-48.40",,,"1","6","0","0","0","0",,"1",,"0","130","4","108",,"96","61","6","10112","8","40","3","29","0","23",,"20","0","64","8","8","7",,"3","A","A","4","2","35","13","6","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,"25","9","4",,,,,,,,,"4",,,,,,,,,,,,
"VAAZ","2006-12-02T15:00:00","47.90","-48.30",,,"1","5","0","0","0","0",,"1",,"0","180","4","36",,,,,"10110","8","27","0","-12",,,,"-11",,,,,,,"A",,,,,,,,"173","78","992","114","5","1","2","2","F11113","11AAA11A3A8AA1",,,,,,"6",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"VEP717","2006-12-02T15:00:00","46.70","-48.70",,,"1","5","0","0","0","0",,"1",,"0","130","4","108",,"97","51","6","10091","7","56","3","18","0","10",,"0",,"56","8","8","5",,"5","A","A","3","1","34","8","8","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"VOXS","2006-12-02T15:00:00","46.70","-48.00",,,"1","5","0","0","0","0",,"1",,"0","120","4","57",,"96","63","6","10125","7",,"3","9","0","5",,"0",,"55","8","8","7",,"3","A","A","3","1","26","9","6","173","68","992","114","5","1","2","2","111111","11111111111117",,,,,,"1","2",,"36","11","5",,,,,,,,,"4",,,,,,,,,,,,
"VRWQ2","2006-12-02T15:00:00","41.10","-49.60",,,"1","6","0","0","7","5",,"1",,"0","230","4","149",,"98","2","2","10210","6","40","0","200","0","175",,"163","1","200","8","8","7",,"5","A","A","5","5","25","6","5","173","19","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"WDC6736","2006-12-02T15:00:00","44.60","-40.40",,,"1","6","0","0","1","4",,"1",,"0","290","4","123",,"97","50","5","10145","6","10","3","150","0","140",,"130","1","190","8","8","6",,"4","A","A","3","3","25","4","4","173","40","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"YJUF7","2006-12-02T15:00:00","46.70","-48.00",,,"1","6","0","0","0","0",,"1",,"0","130","4","51",,"96","61","6","10118","8","30","3","16","0","14",,"10","0","55","8","8","7",,"2","A","A","3","1","25","9","6","173","68","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","6",,"36","11","5",,,,,,,,,"4",,,,,,,,,,,,
"884","2006-12-02T15:10:00","47.00","-45.50",,,"1","4","3","5",,,,"6","CA","0","270","4","46",,,"2",,"10240",,,,"3",,"2","1","0","12","81",,,,,,,,,"7",,,,"173","75","780","149","17","0",,"2","111113","11A1A11111A3AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-02T15:11:00","47.23","-48.86",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"34",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-02T15:12:00","41.03","-43.52",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"195",,,,,,,,,,,,,"173","13","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-02T15:12:00","46.54","-43.30",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"112",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-02T15:12:00","48.82","-40.56",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"141",,,,,,,,,,,,,"173","80","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-02T15:20:00","43.12","-48.90",,,"1","3","2","5",,,,"3",,,,,,,,,,"10168",,,"3",,,,,,,"112",,,,,,,,,,,,,"173","38","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-02T15:24:00","46.55","-43.33",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"112",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-02T16:00:00","49.13","-42.71",,,"1","3","2","5",,,,"3",,,,,,,,,,"10088",,,"3",,,,,,,"127",,,,,,,,,,,,,"173","92","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-02T16:00:00","44.53","-43.58",,,"1","3","2","5",,,,"3",,,,,,,,,,"10141",,,"3",,,,,,,"107",,,,,,,,,,,,,"173","43","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-02T16:00:00","43.46","-43.88",,,"1","3","2","5",,,,"3",,,,,,,,,,"10166",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","33","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-02T16:00:00","40.72","-47.77",,,"1","3","2","5",,,,"3",,,,,,,,,,"10231",,,"3",,,,,,,"191",,,,,,,,,,,,,"173","7","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-02T16:00:00","48.72","-44.32",,,"1","3","2","5",,,,"3",,,,,,,,,,"10091",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","84","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-02T16:00:00","47.46","-44.46",,,"1","3","2","5",,,,"3",,,,,,,,,,"10118",,,"3",,,,,,,"67",,,,,,,,,,,,,"173","74","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-02T16:20:00","43.12","-48.90",,,"1","3","2","5",,,,"3",,,,,,,,,,"10160",,,"3",,,,,,,"112",,,,,,,,,,,,,"173","38","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-02T16:27:00","41.04","-43.49",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"195",,,,,,,,,,,,,"173","13","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-02T16:29:00","47.22","-48.88",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"44",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-02T16:31:00","48.78","-40.52",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"140",,,,,,,,,,,,,"173","80","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"884","2006-12-02T16:36:00","47.00","-45.73",,,"1","4","3","5",,,,"6","CA","0","270","4","5",,,,,"10220",,,,"3",,"2","1","0","12","79",,,,,,,,,"7",,,,"173","75","780","149","17","0",,"2","111113","11AAA11111A3AA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44502","2006-12-02T16:39:00","46.55","-43.33",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"112",,,,,,,,,,,,,"173","63","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-02T16:52:00","47.22","-48.88",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"46",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-02T16:53:00","41.05","-43.49",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"195",,,,,,,,,,,,,"173","13","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44506","2006-12-02T16:54:00","48.78","-40.52",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"141",,,,,,,,,,,,,"173","80","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44620","2006-12-02T17:00:00","49.18","-42.69",,,"1","3","2","5",,,,"3",,,,,,,,,,"10084",,,"3",,,,,,,"127",,,,,,,,,,,,,"173","92","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-02T17:00:00","44.53","-43.59",,,"1","3","2","5",,,,"3",,,,,,,,,,"10132",,,"3",,,,,,,"107",,,,,,,,,,,,,"173","43","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-02T17:00:00","43.45","-43.86",,,"1","3","2","5",,,,"3",,,,,,,,,,"10163",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","33","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-02T17:00:00","40.72","-47.77",,,"1","3","2","5",,,,"3",,,,,,,,,,"10224",,,"3",,,,,,,"193",,,,,,,,,,,,,"173","7","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-02T17:00:00","48.73","-44.31",,,"1","3","2","5",,,,"3",,,,,,,,,,"10089",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","84","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-02T17:00:00","47.44","-44.44",,,"1","3","2","5",,,,"3",,,,,,,,,,"10113",,,"3",,,,,,,"67",,,,,,,,,,,,,"173","74","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44909","2006-12-02T17:20:00","43.12","-48.90",,,"1","3","2","5",,,,"3",,,,,,,,,,"10151",,,"3",,,,,,,"113",,,,,,,,,,,,,"173","38","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41909","2006-12-02T17:47:00","41.05","-43.49",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"195",,,,,,,,,,,,,"173","13","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44505","2006-12-02T17:47:00","47.22","-48.88",,,"1","3","2","5",,,,"3",,,,,,,,,,,,,"3",,,,,,,"46",,,,,,,,,,,,,"173","78","714","63","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3EFX5","2006-12-02T18:00:00","40.20","-41.00",,,"1","6","0","0","6","4",,"1",,"0","230","4","154",,"98","3","2","10240","1","6","3","205","0","190",,"180","1","190","7","7","7",,"6","4","A","5","3","27","8","9","173","1","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
"44620","2006-12-02T18:00:00","49.22","-42.69",,,"1","3","2","5",,,,"3",,,,,,,,,,"10078",,,"3",,,,,,,"127",,,,,,,,,,,,,"173","92","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44622","2006-12-02T18:00:00","44.53","-43.59",,,"1","3","2","5",,,,"3",,,,,,,,,,"10126",,,"3",,,,,,,"107",,,,,,,,,,,,,"173","43","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44625","2006-12-02T18:00:00","43.45","-43.86",,,"1","3","2","5",,,,"3",,,,,,,,,,"10160",,,"3",,,,,,,"185",,,,,,,,,,,,,"173","33","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44766","2006-12-02T18:00:00","40.72","-47.77",,,"1","3","2","5",,,,"3",,,,,,,,,,"10219",,,"3",,,,,,,"192",,,,,,,,,,,,,"173","7","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44771","2006-12-02T18:00:00","48.73","-44.31",,,"1","3","2","5",,,,"3",,,,,,,,,,"10079",,,"3",,,,,,,"73",,,,,,,,,,,,,"173","84","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44930","2006-12-02T18:00:00","47.44","-44.44",,,"1","3","2","5",,,,"3",,,,,,,,,,"10095",,,"3",,,,,,,"67",,,,,,,,,,,,,"173","74","714","63","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9HCH7","2006-12-02T18:00:00","40.40","-43.30",,,"1","6","0","0","2","5",,"1",,"0","260","3","144",,"97",,,"10254",,,"3","220","0","193",,"180","1","188","8","3","1",,"6","3","6","6","7",,"6","8","173","3","992","114","5","1","2","2","111111","111AA11111117A",,,,,,"3",,,,,,,,,,,,,,"4",,,,,,,,,,,,
"C6QE7","2006-12-02T18:00:00","49.40","-48.10",,,"1","6","0","0","0","0",,"1",,"0","200","4","26",,"96","85","2","10067","7","37","3","8","0","-4",,"-20","0","45","8","8","5",,"2","A","A","2","0","32","11","11","173","98","992","114","5","1","2","2","111111","11111111111111",,,,,,"1","2",,,,,,,,,,,,,"4",,,,,,,,,,,,
